ASPEN 1SW,DOY,Low Temp Average Last Week,High Temp Average Last Week,Precipitation Average Last Week,Snow Average Last Week,Snow
3/27/06,86,44.42857143,20.57142857,0.051428571,0.828571429,0
3/28/06,87,44.57142857,19.71428571,0.055714286,0.471428571,0
3/30/06,89,46.66666667,21,0.053333333,0.333333333,4
3/31/06,90,47.33333333,22.66666667,0.11,0.916666667,0
4/1/06,91,46.83333333,22.66666667,0.11,0.916666667,0
4/2/06,92,48,22,0.11,0.916666667,4
4/3/06,93,46.83333333,19.83333333,0.143333333,1.333333333,0
4/4/06,94,47.5,21.33333333,0.108333333,1.333333333,0
4/5/06,95,49.16666667,23.33333333,0.108333333,1.333333333,0
4/8/06,98,53.6,25.6,0.054,0.8,0
4/9/06,99,53,26.4,0.054,0.8,0
4/10/06,100,55.4,28.8,0,0,0
4/11/06,101,57.6,30,0,0,0.5
4/12/06,102,57.4,30,0.01,0.1,0
4/13/06,103,55.6,29.4,0.01,0.1,0
4/14/06,104,57.33333333,30.16666667,0.008333333,0.083333333,0
4/15/06,105,58.71428571,30.71428571,0.007142857,0.071428571,0
4/16/06,106,61,31.57142857,0.047142857,0.071428571,0
4/17/06,107,59.57142857,31.14285714,0.051428571,0.071428571,0
4/18/06,108,60.28571429,31.28571429,0.051428571,0.071428571,1
4/19/06,109,61.14285714,30.28571429,0.052857143,0.142857143,0
4/20/06,110,59.57142857,29.14285714,0.052857143,0.142857143,0
4/21/06,111,57.28571429,27.71428571,0.052857143,0.142857143,0
4/23/06,113,54.66666667,26.5,0.015,0.166666667,0
4/24/06,114,58.16666667,27.5,0.01,0.166666667,0
4/25/06,115,59.33333333,27.33333333,0.01,0.166666667,0
4/26/06,116,57.83333333,28,0,0,0
4/27/06,117,60,29.33333333,0,0,0
4/28/06,118,62.5,30.83333333,0,0,0
4/29/06,119,64.16666667,31.16666667,0,0,0
4/30/06,120,63.14285714,30.14285714,0,0,0
11/1/06,305,61,29.85714286,0,0,0
11/2/06,306,58.57142857,28.28571429,0,0,0
11/3/06,307,57.28571429,27.42857143,0,0,0
11/4/06,308,56.85714286,26.14285714,0,0,0
11/5/06,309,55.42857143,25,0,0,0
11/6/06,310,52.57142857,24.57142857,0,0,0
11/7/06,311,51.57142857,25,0,0,0
11/8/06,312,50.71428571,25,0,0,0
11/9/06,313,52.14285714,27,0,0,0
11/10/06,314,55,29,0,0,0
11/11/06,315,56,29.28571429,0,0,0
11/12/06,316,54,29.42857143,0,0,4
11/13/06,317,54.71428571,29.14285714,0.055714286,0.571428571,0
11/14/06,318,52.28571429,26.57142857,0.055714286,0.571428571,2.3
11/15/06,319,49.85714286,24.71428571,0.08,0.9,3.5
11/16/06,320,45.71428571,21.14285714,0.121428571,1.4,0
11/17/06,321,41.42857143,17.57142857,0.121428571,1.4,0
11/18/06,322,39.28571429,17,0.121428571,1.4,0
11/19/06,323,40.42857143,16.28571429,0.121428571,1.4,0
11/20/06,324,39.28571429,15.28571429,0.065714286,0.828571429,0
11/21/06,325,41.57142857,16.42857143,0.065714286,0.828571429,0
11/22/06,326,44.42857143,16.71428571,0.041428571,0.5,0
11/23/06,327,47.14285714,19,0,0,0
11/24/06,328,50,21.42857143,0,0,0
11/25/06,329,51.71428571,21.85714286,0,0,0.5
11/26/06,330,51.71428571,22.42857143,0.01,0.071428571,1.5
11/27/06,331,51.42857143,22.71428571,0.032857143,0.285714286,0
11/28/06,332,49.71428571,23,0.032857143,0.285714286,10
11/29/06,333,48.14285714,22.57142857,0.127142857,1.714285714,10
11/30/06,334,43.57142857,20.28571429,0.248571429,3.142857143,0.5
12/1/06,335,37.28571429,15,0.255714286,3.214285714,0.5
12/2/06,336,32.14285714,10.42857143,0.255714286,3.285714286,1.5
12/3/06,337,28.57142857,7.142857143,0.26,3.428571429,0.5
12/4/06,338,25.57142857,3.142857143,0.237142857,3.285714286,0
12/5/06,339,23.71428571,-0.428571429,0.237142857,3.285714286,0
12/6/06,340,22.71428571,-1.571428571,0.142857143,1.857142857,0
12/7/06,341,25.57142857,-0.571428571,0.021428571,0.428571429,0
12/8/06,342,29.85714286,3.142857143,0.014285714,0.357142857,0
12/9/06,343,33,6.571428571,0.014285714,0.285714286,0
12/10/06,344,35.42857143,8.142857143,0,0.071428571,0
12/11/06,345,38.14285714,10.71428571,0,0,1.5
12/12/06,346,40,14.14285714,0.014285714,0.214285714,1
12/13/06,347,40.71428571,14.71428571,0.015714286,0.357142857,0
12/14/06,348,40.28571429,14.42857143,0.015714286,0.357142857,0
12/15/06,349,40.28571429,15.42857143,0.015714286,0.357142857,0
12/16/06,350,40.57142857,17.28571429,0.015714286,0.357142857,0
12/17/06,351,41.71428571,19.14285714,0.015714286,0.357142857,1.5
12/18/06,352,42.14285714,21.28571429,0.03,0.571428571,1
12/19/06,353,41.85714286,20.85714286,0.03,0.5,0.8
12/20/06,354,40.85714286,20.71428571,0.028571429,0.471428571,2.5
12/21/06,355,40,21.14285714,0.071428571,0.828571429,4
12/22/06,356,36.85714286,19.57142857,0.1,1.4,0
12/23/06,357,34.14285714,16,0.1,1.4,0
12/24/06,358,30.85714286,13,0.1,1.4,1
12/25/06,359,28.57142857,10,0.157142857,1.328571429,0
12/26/06,360,28,8.142857143,0.142857143,1.185714286,0
12/27/06,361,27.85714286,7.571428571,0.142857143,1.071428571,0
12/28/06,362,28.42857143,8.571428571,0.1,0.714285714,0
12/29/06,363,32.28571429,9.714285714,0.071428571,0.142857143,0
12/30/06,364,33.57142857,11.14285714,0.071428571,0.142857143,0
12/31/06,365,34.85714286,11.57142857,0.071428571,0.142857143,0
1/1/07,1,35.57142857,11.71428571,0,0,0
1/2/07,2,36.28571429,12.85714286,0,0,0
1/3/07,3,36.85714286,12.85714286,0,0,0
1/4/07,4,37,10.71428571,0,0,0
1/5/07,5,36.57142857,11,0,0,5.8
1/6/07,6,38.28571429,11.85714286,0.058571429,0.828571429,1.5
1/7/07,7,36.57142857,10,0.072857143,1.042857143,1.5
1/8/07,8,34.57142857,8.285714286,0.085714286,1.257142857,0
1/9/07,9,33,6.714285714,0.085714286,1.257142857,0
1/10/07,10,33.14285714,6.571428571,0.085714286,1.257142857,0
1/11/07,11,34.42857143,7,0.085714286,1.257142857,0
1/12/07,12,34.57142857,5.714285714,0.085714286,1.257142857,1
1/13/07,13,34.42857143,6.428571429,0.032857143,0.571428571,10
1/14/07,14,35.85714286,9.857142857,0.118571429,1.785714286,2
1/15/07,15,36.14285714,11.14285714,0.134285714,1.857142857,0.3
1/16/07,16,34.57142857,9.571428571,0.138571429,1.9,0
1/17/07,17,31.42857143,6.857142857,0.138571429,1.9,0
1/19/07,19,25.33333333,2.5,0.161666667,2.216666667,0
1/20/07,20,23,-1.333333333,0.155,2.05,0
1/21/07,21,23.33333333,-4.5,0.038333333,0.383333333,5
1/22/07,22,24.83333333,-3,0.036666667,0.883333333,0
1/23/07,23,26.5,-0.833333333,0.031666667,0.833333333,0
1/24/07,24,29,1,0.031666667,0.833333333,0
1/25/07,25,31.33333333,2.666666667,0.031666667,0.833333333,0
1/26/07,26,32.85714286,3.285714286,0.027142857,0.714285714,0
1/27/07,27,35,5,0.027142857,0.714285714,0
1/28/07,28,36.14285714,6.714285714,0.027142857,0.714285714,0
1/29/07,29,37,6,0,0,0
1/30/07,30,39,7,0,0,0
1/31/07,31,40.28571429,8.285714286,0,0,2.5
2/1/07,32,40.85714286,9.857142857,0.024285714,0.357142857,2
2/2/07,33,38.42857143,7.571428571,0.042857143,0.642857143,0.3
2/4/07,35,33.33333333,3.333333333,0.051666667,0.8,0
2/5/07,36,32.66666667,3.833333333,0.051666667,0.8,0
2/6/07,37,33.33333333,5.666666667,0.051666667,0.8,0
2/7/07,38,35,7.333333333,0.051666667,0.8,0
2/8/07,39,37,8.5,0.023333333,0.383333333,0
2/9/07,40,41.33333333,13.16666667,0.001666667,0.05,0
2/10/07,41,46.5,18.66666667,0,0,0
2/11/07,42,46,19.42857143,0,0,0.6
2/12/07,43,47.28571429,21.85714286,0.008571429,0.085714286,1
2/13/07,44,48,23,0.022857143,0.228571429,0
2/14/07,45,46.71428571,22.85714286,0.022857143,0.228571429,5
2/16/07,47,43.33333333,23.5,0.073333333,1.1,0.5
2/17/07,48,40.83333333,22,0.078333333,1.183333333,0
2/18/07,49,40,19.83333333,0.088333333,1.183333333,0
2/20/07,51,38.2,14.8,0.074,1.1,5
2/21/07,52,39,15,0.136,2.1,0
2/22/07,53,39.6,14.8,0.08,1.1,0
2/23/07,54,41.33333333,15.5,0.066666667,0.916666667,0
2/24/07,55,44.5,16.33333333,0.061666667,0.833333333,3
2/25/07,56,44.83333333,16.66666667,0.086666667,1.333333333,0
2/26/07,57,43.33333333,16.16666667,0.086666667,1.333333333,0.5
2/27/07,58,41.28571429,15.85714286,0.077142857,1.214285714,0.5
2/28/07,59,39.57142857,16,0.037142857,0.571428571,9
3/1/07,60,40.28571429,16,0.151428571,1.857142857,2
3/2/07,61,36.85714286,13.57142857,0.16,2.142857143,0
3/3/07,62,31.57142857,11.14285714,0.16,2.142857143,0.5
3/4/07,63,28.42857143,8.428571429,0.137142857,1.785714286,0
3/5/07,64,27.85714286,7,0.137142857,1.785714286,0
3/6/07,65,29.42857143,7.571428571,0.134285714,1.714285714,0
3/7/07,66,32.14285714,7.428571429,0.13,1.642857143,0
3/8/07,67,33.14285714,8.571428571,0.015714286,0.357142857,0
3/9/07,68,36.85714286,12,0.007142857,0.071428571,0.5
3/10/07,69,40.71428571,14.85714286,0.014285714,0.142857143,0
3/11/07,70,45.28571429,19.14285714,0.007142857,0.071428571,2.5
3/12/07,71,47.42857143,22.71428571,0.057142857,0.428571429,0
3/13/07,72,48.85714286,23.71428571,0.057142857,0.428571429,0
3/14/07,73,49.57142857,24.57142857,0.057142857,0.428571429,0
3/15/07,74,50.71428571,24.85714286,0.057142857,0.428571429,0
3/16/07,75,51.71428571,25.71428571,0.057142857,0.428571429,0
3/17/07,76,53.14285714,26.28571429,0.05,0.357142857,0
3/18/07,77,54,27,0.05,0.357142857,0
3/19/07,78,56.85714286,28.28571429,0,0,0
3/20/07,79,58.71428571,29.42857143,0,0,0
3/21/07,80,59.57142857,30.57142857,0,0,0
3/22/07,81,59.57142857,31.42857143,0,0,0
3/23/07,82,58,31.28571429,0.012857143,0,0
3/24/07,83,58.28571429,32,0.012857143,0,0
3/26/07,85,56.5,32.5,0.058333333,0,0
3/27/07,86,54.83333333,32.16666667,0.075,0,0
3/28/07,87,54.83333333,32.16666667,0.075,0,0.3
3/29/07,88,55,31.66666667,0.095,0.05,3
3/30/07,89,53.33333333,30,0.125,0.55,0.5
3/31/07,90,50.33333333,27.5,0.143333333,0.633333333,1.5
4/1/07,91,49,25,0.108333333,0.883333333,0
4/2/07,92,48.42857143,25.28571429,0.092857143,0.757142857,0
4/3/07,93,49,25.85714286,0.078571429,0.757142857,0
4/4/07,94,48.71428571,25,0.078571429,0.757142857,0
4/5/07,95,48.57142857,24.85714286,0.061428571,0.714285714,0.5
4/6/07,96,51.71428571,26.57142857,0.078571429,0.357142857,0
4/7/07,97,54.14285714,28.57142857,0.062857143,0.285714286,0
4/8/07,98,56.85714286,30.71428571,0.055714286,0.071428571,0
4/9/07,99,58.42857143,31.28571429,0.055714286,0.071428571,0
4/10/07,100,58.14285714,31,0.085714286,0.071428571,3.2
4/12/07,102,56.83333333,30.66666667,0.148333333,0.616666667,0
4/13/07,103,53.5,28.16666667,0.083333333,0.533333333,0
4/14/07,104,52,27.16666667,0.083333333,0.533333333,0
4/16/07,106,49.2,24.2,0.1,0.64,0
4/17/07,107,51,23.8,0.058,0.64,0.5
4/18/07,108,51.6,25.4,0.088,0.1,0
4/19/07,109,52.5,26.33333333,0.073333333,0.083333333,0.5
4/20/07,110,55.5,26.83333333,0.083333333,0.166666667,0
4/21/07,111,56.33333333,26.16666667,0.083333333,0.166666667,0
4/22/07,112,58.16666667,27.83333333,0.083333333,0.166666667,1
4/23/07,113,57.71428571,28.14285714,0.091428571,0.285714286,0
4/24/07,114,56.71428571,28.14285714,0.091428571,0.285714286,0
4/25/07,115,56.57142857,28.28571429,0.037142857,0.214285714,2
4/26/07,116,54.71428571,28,0.057142857,0.5,0
4/27/07,117,54,29.57142857,0.048571429,0.428571429,0
4/28/07,118,55.28571429,30.85714286,0.048571429,0.428571429,0
4/29/07,119,55.57142857,31.71428571,0.048571429,0.428571429,0
4/30/07,120,58,33.28571429,0.028571429,0.285714286,0
11/1/07,305,60.42857143,34.85714286,0.028571429,0.285714286,0
11/2/07,306,59.85714286,34.14285714,0.02,0.285714286,0
11/3/07,307,61.42857143,33.85714286,0,0,0
11/4/07,308,61.57142857,32.85714286,0,0,0
11/5/07,309,61.14285714,32.42857143,0,0,0
11/6/07,310,60.57142857,31.14285714,0,0,0
11/7/07,311,59,29.57142857,0,0,0
11/8/07,312,57.14285714,27.85714286,0,0,0
11/9/07,313,58.28571429,28.28571429,0,0,0
11/10/07,314,59,28.71428571,0,0,0
11/11/07,315,59.57142857,29.42857143,0,0,0
11/12/07,316,59.71428571,29.85714286,0,0,0
11/13/07,317,59.57142857,30.57142857,0,0,0
11/14/07,318,58,29.71428571,0,0,0
11/15/07,319,57.42857143,29.42857143,0.005714286,0,0
11/16/07,320,55.85714286,27.14285714,0.005714286,0,0
11/17/07,321,55.28571429,26.71428571,0.005714286,0,0
11/18/07,322,54.28571429,26.57142857,0.005714286,0,0
11/19/07,323,52.85714286,26.57142857,0.005714286,0,0
11/20/07,324,52.71428571,25.85714286,0.005714286,0,0
11/21/07,325,54.85714286,26.42857143,0.005714286,0,4
11/22/07,326,55,23.71428571,0.037142857,0.571428571,0
11/23/07,327,52.28571429,22.42857143,0.037142857,0.571428571,0
11/24/07,328,49.57142857,19.85714286,0.037142857,0.571428571,0
11/25/07,329,46.42857143,16.71428571,0.037142857,0.571428571,0
11/26/07,330,45,13.85714286,0.037142857,0.571428571,0
11/27/07,331,43.57142857,12,0.037142857,0.571428571,0
11/28/07,332,40,9.285714286,0.037142857,0.571428571,3
11/29/07,333,38.71428571,9.285714286,0.022857143,0.428571429,0
11/30/07,334,38.42857143,9,0.022857143,0.428571429,0
12/1/07,335,38.57142857,10,0.022857143,0.428571429,3
12/2/07,336,40.14285714,13.42857143,0.14,0.857142857,11.5
12/3/07,337,39.57142857,14.28571429,0.305714286,2.5,0
12/4/07,338,37.57142857,13.57142857,0.305714286,2.5,0
12/5/07,339,37.42857143,14.71428571,0.305714286,2.5,0
12/6/07,340,37.42857143,17.14285714,0.282857143,2.071428571,1
12/7/07,341,39.85714286,20.42857143,0.294285714,2.214285714,12
12/8/07,342,39.42857143,22,0.381428571,3.928571429,4
12/9/07,343,38.71428571,21.28571429,0.345714286,4.071428571,3
12/10/07,344,38.57142857,20.85714286,0.212857143,2.857142857,0
12/12/07,346,38.33333333,21.16666667,0.248333333,3.333333333,0.1
12/16/07,350,32.33333333,9.666666667,0.09,1.033333333,0
12/17/07,351,29,3,0.013333333,0.033333333,0
12/18/07,352,30,1.333333333,0.013333333,0.033333333,0
12/19/07,353,32,3.75,0.01,0.025,0
12/21/07,355,34.25,5.5,0,0,3
12/22/07,356,34.4,8,0.04,0.6,6.5
12/23/07,357,32.83333333,7.5,0.093333333,1.583333333,1
12/25/07,359,32.4,10.8,0.12,2.1,7
12/26/07,360,32.8,11.8,0.196,3.5,3
12/27/07,361,29,7.8,0.228,4.1,2
12/28/07,362,28.33333333,5.833333333,0.213333333,3.75,1.4
12/30/07,364,25,1,0.164,2.88,1.5
12/31/07,365,24.4,0.6,0.168,2.98,2.8
1/1/08,1,25.16666667,1.5,0.163333333,2.95,0
1/2/08,2,21.5,-2.5,0.1,1.783333333,0
1/3/08,3,22.33333333,-2.5,0.073333333,1.283333333,0
1/4/08,4,23.83333333,-1.166666667,0.05,0.95,0
1/5/08,5,27.83333333,2,0.033333333,0.716666667,0.3
1/6/08,6,29.42857143,5.285714286,0.042857143,0.657142857,12
1/7/08,7,31.57142857,8,0.198571429,2.157142857,9
1/8/08,8,32,9.428571429,0.282857143,3.042857143,3
1/9/08,9,33.42857143,11.14285714,0.307142857,3.471428571,1
1/10/08,10,33.85714286,12.42857143,0.322857143,3.614285714,2.5
1/11/08,11,33,12.85714286,0.351428571,3.971428571,1
1/12/08,12,31.14285714,12,0.357142857,4.114285714,0.5
1/13/08,13,29.71428571,9.428571429,0.345714286,4.142857143,0
1/14/08,14,29.14285714,7,0.181428571,2.428571429,0
1/15/08,15,28.85714286,4.714285714,0.077142857,1.142857143,0
1/16/08,16,28.85714286,4.428571429,0.052857143,0.714285714,2
1/17/08,17,29.57142857,3.428571429,0.062857143,0.857142857,0.4
1/18/08,18,27.57142857,0.857142857,0.038571429,0.557142857,0.8
1/20/08,20,25.5,-2.833333333,0.038333333,0.533333333,0
1/21/08,21,24.83333333,-4,0.038333333,0.533333333,0
1/22/08,22,27,-2.5,0.038333333,0.533333333,2
1/24/08,24,25.8,0.2,0.046,0.64,0
1/26/08,26,33,5.75,0.045,0.5,0
1/27/08,27,33.6,5.6,0.036,0.4,0
1/28/08,28,36,7.2,0.036,0.4,5.5
1/29/08,29,37.4,9.6,0.114,1.5,7
1/30/08,30,38,5.8,0.192,2.5,1.5
1/31/08,31,35.33333333,4.166666667,0.178333333,2.333333333,1.5
2/1/08,32,33.16666667,3,0.195,2.583333333,2
2/2/08,33,32.14285714,1.714285714,0.185714286,2.5,1.3
2/3/08,34,30.42857143,1.428571429,0.194285714,2.685714286,1.5
2/4/08,35,28.14285714,1.285714286,0.21,2.9,5
2/5/08,36,25,0.857142857,0.214285714,2.828571429,7
2/6/08,37,25,2.571428571,0.2,2.828571429,0
2/7/08,38,25.28571429,2.571428571,0.184285714,2.614285714,2
2/8/08,39,25,3.428571429,0.184285714,2.685714286,4.2
2/9/08,40,24.57142857,5.142857143,0.208571429,3,0
2/10/08,41,27,6.142857143,0.2,2.814285714,0
2/11/08,42,29.28571429,7.142857143,0.184285714,2.6,0
2/13/08,44,31,6.333333333,0.066666667,1.033333333,0
2/14/08,45,33.33333333,9.833333333,0.066666667,1.033333333,4.5
2/15/08,46,36.66666667,12.83333333,0.118333333,1.45,0.1
2/18/08,49,38,17,0.1275,1.15,0
2/19/08,50,35.5,13.75,0.1275,1.15,0
2/20/08,51,36,13,0.102,0.92,0
2/21/08,52,37.4,11.8,0.102,0.92,0
2/22/08,53,38.2,11.2,0.02,0.02,1
2/23/08,54,39.4,11,0.012,0.2,0.5
2/25/08,56,40.33333333,12.5,0.013333333,0.25,7.5
2/26/08,57,41.66666667,16.16666667,0.146666667,1.5,2.3
2/27/08,58,42,18.16666667,0.166666667,1.883333333,0
2/28/08,59,41.5,18.33333333,0.166666667,1.883333333,0
2/29/08,60,42.5,18.33333333,0.166666667,1.883333333,0
3/1/08,61,43.5,18.5,0.156666667,1.716666667,0
3/2/08,62,44.83333333,18.5,0.153333333,1.633333333,9
3/3/08,63,47,18.57142857,0.227142857,2.685714286,1.5
3/5/08,65,45.83333333,13.66666667,0.131666667,1.75,2.2
3/8/08,68,43.75,9.75,0.2375,3.175,0
3/10/08,70,33.66666667,2,0.093333333,1.233333333,0
3/12/08,72,40.33333333,7.333333333,0.053333333,0.733333333,0
3/13/08,73,44.66666667,10.66666667,0,0,0.1
3/15/08,75,45.5,11.25,0.015,0.025,2.3
3/16/08,76,45.5,11.75,0.07,0.6,0
3/17/08,77,45.2,11.2,0.056,0.48,2
3/19/08,79,45.4,11.4,0.096,0.88,0
3/20/08,80,43.6,12,0.096,0.88,0
3/21/08,81,43.6,13,0.084,0.86,3.5
3/22/08,82,44.33333333,13.66666667,0.115,1.3,0
3/23/08,83,45.33333333,15.5,0.078333333,0.916666667,0
3/24/08,84,44.83333333,15.66666667,0.078333333,0.916666667,0
3/25/08,85,44.66666667,16.66666667,0.045,0.583333333,0
3/26/08,86,46,17.28571429,0.038571429,0.5,0
3/27/08,87,48,19,0.038571429,0.5,0
3/28/08,88,49.14285714,20.85714286,0.038571429,0.5,0
3/29/08,89,49.42857143,20.85714286,0,0,0.8
3/30/08,90,49.85714286,20.57142857,0.004285714,0.114285714,0
3/31/08,91,50.14285714,23.42857143,0.015714286,0.114285714,8
4/1/08,92,50.71428571,24.14285714,0.144285714,1.257142857,3.5
4/2/08,93,48.71428571,21.57142857,0.187142857,1.757142857,0
4/3/08,94,47.42857143,18.28571429,0.187142857,1.757142857,2.3
4/4/08,95,46.57142857,17.42857143,0.214285714,2.085714286,0
4/5/08,96,45.42857143,17,0.214285714,2.085714286,0
4/6/08,97,45.57142857,16.71428571,0.21,1.971428571,2
4/7/08,98,46,15.57142857,0.23,2.257142857,0.5
4/8/08,99,45.28571429,16,0.108571429,1.185714286,1.5
4/9/08,100,45.28571429,17.85714286,0.122857143,0.9,0
4/10/08,101,45.28571429,20,0.122857143,0.9,3.8
4/11/08,102,44.14285714,20,0.148571429,1.114285714,2.5
4/12/08,103,42.85714286,20.71428571,0.185714286,1.471428571,2.8
4/13/08,104,40.85714286,19.85714286,0.214285714,1.871428571,0
4/14/08,105,40.28571429,19.71428571,0.182857143,1.585714286,0
4/15/08,106,41.71428571,19.71428571,0.175714286,1.514285714,0
4/16/08,107,44.42857143,21.85714286,0.118571429,1.3,0
4/17/08,108,46.71428571,22.42857143,0.118571429,1.3,2.9
4/18/08,109,46.28571429,21.71428571,0.114285714,1.171428571,0
4/19/08,110,47.42857143,21.71428571,0.077142857,0.814285714,0
4/20/08,111,50.14285714,23.42857143,0.048571429,0.414285714,0
4/21/08,112,53,25,0.048571429,0.414285714,0
4/22/08,113,53.14285714,24.57142857,0.048571429,0.414285714,0
4/23/08,114,52.28571429,23.57142857,0.048571429,0.414285714,0
4/24/08,115,51.85714286,24.28571429,0.048571429,0.414285714,0
4/25/08,116,55.14285714,25.85714286,0,0,1.8
4/26/08,117,57.14285714,25.28571429,0.025714286,0.257142857,0
4/27/08,118,55.85714286,25.42857143,0.025714286,0.257142857,0
4/28/08,119,53,23.57142857,0.025714286,0.257142857,0
4/29/08,120,52.57142857,23.85714286,0.025714286,0.257142857,0
4/30/08,121,53.71428571,25,0.025714286,0.257142857,0
11/1/08,306,54.57142857,25.71428571,0.025714286,0.257142857,0
11/2/08,307,55.28571429,26.28571429,0.025714286,0.257142857,0
11/3/08,308,56.85714286,29.57142857,0,0,0
11/4/08,309,60.28571429,31.14285714,0.021428571,0,0
11/5/08,310,62.57142857,33,0.021428571,0,5.5
11/6/08,311,62,32.28571429,0.11,0.785714286,0
11/9/08,314,53.8,26.8,0.178,1.1,0
11/10/08,315,49.6,23.2,0.178,1.1,0
11/11/08,316,45.4,21.6,0.148,1.1,5
11/12/08,317,42.8,19.2,0.216,2.1,0
11/14/08,319,44,21.5,0.085,1.25,0
11/15/08,320,45.2,22.4,0.068,1,0
11/16/08,321,43.83333333,21,0.056666667,0.833333333,0
11/17/08,322,44,21.66666667,0.056666667,0.833333333,0
11/18/08,323,43.5,22.33333333,0.056666667,0.833333333,0
11/19/08,324,44.66666667,23.66666667,0,0,0
11/20/08,325,48.66666667,24.83333333,0,0,0
11/21/08,326,50.14285714,25.14285714,0,0,0
11/22/08,327,50.14285714,24.85714286,0,0,0
11/23/08,328,51.85714286,26.14285714,0,0,0
11/24/08,329,53,25.57142857,0,0,0
11/25/08,330,53.42857143,23.85714286,0,0,0
11/26/08,331,53,21.42857143,0,0,0
11/28/08,333,49,19.16666667,0,0,7
11/29/08,334,47.66666667,20,0.091666667,1.166666667,1.3
11/30/08,335,45.16666667,19,0.105,1.383333333,3.1
12/1/08,336,41.5,19.33333333,0.146666667,1.9,0.5
12/2/08,337,39.16666667,20.5,0.15,1.983333333,0
12/3/08,338,38,22.83333333,0.15,1.983333333,0.5
12/4/08,339,39.33333333,23.16666667,0.153333333,2.066666667,0.9
12/5/08,340,40.57142857,23.28571429,0.152857143,1.9,1.8
12/6/08,341,38.85714286,20.85714286,0.091428571,1.157142857,0
12/7/08,342,39,20.14285714,0.08,0.971428571,0
12/8/08,343,40.42857143,19.85714286,0.044285714,0.528571429,0
12/9/08,344,42.42857143,19.28571429,0.041428571,0.457142857,5
12/10/08,345,41.57142857,18.28571429,0.112857143,1.171428571,0
12/11/08,346,38.57142857,16.28571429,0.11,1.1,0
12/12/08,347,37.28571429,15.14285714,0.088571429,0.971428571,0
12/13/08,348,39,15.14285714,0.071428571,0.714285714,4
12/14/08,349,38.85714286,15.14285714,0.111428571,1.285714286,11
12/16/08,351,36.16666667,13.33333333,0.293333333,3.333333333,5
12/18/08,353,34.8,10.2,0.316,4,1
12/19/08,354,33.2,10.2,0.32,4.2,4
12/20/08,355,31.2,9.4,0.384,5,3
12/22/08,357,30,6.75,0.2075,3.25,0
12/23/08,358,29.8,7.8,0.166,2.6,12
12/24/08,359,32.2,10.6,0.286,4,2
12/26/08,361,30.2,6.4,0.318,4.2,4
12/27/08,362,30.2,6.4,0.322,4.2,1.2
12/29/08,364,28.6,3.8,0.302,3.84,0
12/30/08,365,29.8,2.8,0.302,3.84,0
12/31/08,366,31,2.4,0.118,1.44,0
1/1/09,1,35.8,5.6,0.082,1.04,0
1/2/09,2,37.66666667,6.666666667,0.068333333,0.866666667,0
1/3/09,3,38.16666667,8.333333333,0.011666667,0.2,1
1/4/09,4,41,13,0.01,0.166666667,7
1/5/09,5,39.28571429,10.57142857,0.074285714,1.142857143,0
1/6/09,6,37.28571429,8.714285714,0.074285714,1.142857143,3.5
1/7/09,7,35.14285714,7,0.088571429,1.642857143,3.7
1/8/09,8,32.14285714,6.428571429,0.114285714,2.171428571,0
1/9/09,9,30.42857143,6.714285714,0.114285714,2.171428571,3.7
1/10/09,10,31.85714286,6.428571429,0.151428571,2.7,1.5
1/12/09,12,30.33333333,5.333333333,0.106666667,2.066666667,1
1/13/09,13,31.83333333,9.333333333,0.113333333,2.233333333,0.5
1/14/09,14,32.5,12.33333333,0.105,1.733333333,0
1/15/09,15,34.83333333,13.16666667,0.075,1.116666667,0
1/16/09,16,36.16666667,12.83333333,0.075,1.116666667,0
1/17/09,17,35.66666667,12.33333333,0.031666667,0.5,0
1/18/09,18,37.66666667,13.83333333,0.015,0.25,0
1/19/09,19,38.14285714,13.42857143,0.012857143,0.214285714,0
1/20/09,20,39.71428571,12.42857143,0.007142857,0.071428571,0
1/22/09,22,42.33333333,11.5,0,0,0
1/23/09,23,43.33333333,11.5,0,0,1
1/24/09,24,44.33333333,14.33333333,0.01,0.166666667,2.5
1/25/09,25,45.33333333,16.33333333,0.065,0.583333333,2
1/26/09,26,44.83333333,19.16666667,0.123333333,0.916666667,5.8
1/27/09,27,44,21.16666667,0.19,1.883333333,4.5
1/28/09,28,41.66666667,21.33333333,0.231666667,2.633333333,0.8
1/29/09,29,37.57142857,19.57142857,0.205714286,2.371428571,3.5
1/30/09,30,34.42857143,18.57142857,0.228571429,2.871428571,0
1/31/09,31,31.85714286,15.28571429,0.22,2.728571429,0
2/1/09,32,31,12.85714286,0.172857143,2.371428571,0.5
2/2/09,33,32.28571429,10.57142857,0.125714286,2.157142857,0
2/3/09,34,32.85714286,8.714285714,0.068571429,1.328571429,0
2/4/09,35,34.28571429,9,0.032857143,0.685714286,0
2/5/09,36,39.14285714,9.571428571,0.025714286,0.571428571,0
2/6/09,37,42.14285714,10.42857143,0.002857143,0.071428571,0
2/7/09,38,45.28571429,12,0.002857143,0.071428571,0
2/8/09,39,45.57142857,14,0.002857143,0.071428571,0
2/9/09,40,45.85714286,16,0,0,1.1
2/11/09,42,48,16.83333333,0.015,0.183333333,0
2/12/09,43,45,16,0.015,0.183333333,0
2/13/09,44,42.33333333,14.83333333,0.015,0.183333333,1.5
2/15/09,46,39.4,10.6,0.036,0.52,0
